Mean	Min	Max	Segment	Timing
0.19748106231519	0.143206346578925	0.265553192040721	chr_1_tetrasomic_I	Post-CNV
0.0355465912167342	0.0151785742943469	0.0705335410159429	chr_1_tetrasomic_II	Pre-CNV
0.181295105689075	0.130935110308072	0.244626704249297	chr_2_tetrasomic_I	Post-CNV
0.0489496785360501	0.0248546752795712	0.0865577220457397	chr_2_tetrasomic_II	Pre-CNV
0.202970448360847	0.144671433605198	0.2769221137422	chr_3_tetrasomic_I	Post-CNV
0.0629208389918625	0.0327643793795365	0.109313145814769	chr_3_tetrasomic_II	Pre-CNV
0.201304807300517	0.142099559781636	0.27688298450381	chr_4_tetrasomic_I	Post-CNV
0.0543522979711396	0.0262047689791372	0.0995923889866049	chr_4_tetrasomic_II	Pre-CNV
0.190720728337753	0.131685644007196	0.267169769460499	chr_5_tetrasomic_I	Post-CNV
0.0438657675176832	0.0185750776395009	0.0875029626822435	chr_5_tetrasomic_II	Pre-CNV
0.242758734717019	0.173822496441755	0.329942801231548	chr_6_tetrasomic_I	Post-CNV
0.077682795109446	0.0413162519431155	0.132946877962777	chr_6_tetrasomic_II	Pre-CNV
0.208796866454927	0.142816902088622	0.294758876187539	chr_7_tetrasomic_I	Post-CNV
0.0521992166137318	0.0225359167426965	0.102853266078514	chr_7_tetrasomic_II	Pre-CNV
0.209027428394926	0.1405155333154	0.299286313197208	chr_8_tetrasomic_I	Post-CNV
0.100333165629565	0.0550695345746856	0.167861594367422	chr_8_tetrasomic_II	Pre-CNV
0.276321204278546	0.186432756174979	0.394465700712282	chr_9_tetrasomic_I	Post-CNV
0.077369937197993	0.0342272187032521	0.150078580882734	chr_9_tetrasomic_II	Pre-CNV
0.194651128689631	0.125967947295617	0.28734346436552	chr_10_tetrasomic_I	Post-CNV
0.0622883611806818	0.0268916932603464	0.122732902938354	chr_10_tetrasomic_II	Pre-CNV
0.208927242875157	0.137684369542156	0.303978169278765	chr_11_tetrasomic_I	Post-CNV
0.0543210831475409	0.021874737052955	0.111812392525967	chr_11_tetrasomic_II	Pre-CNV
0.219189982537865	0.14633227882322	0.315598182580226	chr_12_tetrasomic_I	Post-CNV
0.0926469172549842	0.0206243890819616	0.261537413776475	chr_12_tetrasomic_II	Pre-CNV
0.108339624560953	0.0527493985955588	0.197195483255236	chr_12_tetrasomic_III	Pre-CNV
0.214323173794578	0.131806235615191	0.329275436972552	chr_13_tetrasomic_I	Post-CNV
0.0278620125932951	0.00501521009255541	0.0863518419040401	chr_13_tetrasomic_II	Pre-CNV
0.215123363779858	0.128860275506481	0.33724961569191	chr_14_trisomic_I	Post-CNV
0.0903518127875405	0.0386060937884857	0.179206161075691	chr_14_trisomic_II	Pre-CNV
0.18905452035095	0.104612808358776	0.314429543203417	chr_15_tetrasomic_I	Post-CNV
0.0567163561052849	0.0165668728694119	0.140104056779979	chr_15_tetrasomic_II	Pre-CNV
0.177382699204596	0.0953187266389323	0.30134418510029	chr_16_trisomic_I	Post-CNV
0.0558755502494477	0.015862017693193	0.140091634983865	chr_16_trisomic_II	Pre-CNV
0.155966751787688	0.080590296576916	0.27244252769046	chr_17_tetrasomic_I	Post-CNV
0.0857817134832282	0.0333482860444441	0.18040636816602	chr_17_tetrasomic_II	Pre-CNV
0.17473160482889	0.0402186920537308	0.485667326444013	chr_18_trisomic_I	Post-CNV
0.0157258444346	1.66991642905656e-07	0.225077569607624	chr_18_trisomic_II	Pre-CNV
0.154976499983449	0.0646989465259915	0.311926461642674	chr_18_tetrasomic_I	Post-CNV
0.114682609987752	0.0400224540298716	0.256998670980403	chr_18_tetrasomic_II	Pre-CNV
0.263349929888076	0.145723972616664	0.437995335967873	chr_19_tetrasomic_I	Post-CNV
0.115873969150753	0.0441531093922344	0.24664913096658	chr_19_tetrasomic_II	Pre-CNV
0.153167561329738	0.0700379623652722	0.290759742272419	chr_20_tetrasomic_I	Post-CNV
0.0689254025983822	0.0189800313576606	0.175528859584489	chr_20_tetrasomic_II	Pre-CNV
0.174825297080627	0.064157802834444	0.380521070950594	chr_22_tetrasomic_I	Post-CNV
0.0244755415912878	0.000338392764935351	0.154176665991691	chr_22_tetrasomic_II	Pre-CNV
