Mean	Min	Max	Segment	Timing
0.514227944449212	0.423605768905484	0.618495933739022	chr_1_tetrasomic_I	Post-CNV
0.483374267782259	0.395649005236429	0.584758202470594	chr_1_tetrasomic_II	Pre-CNV
0.466902057156937	0.38263750343925	0.564203343110819	chr_2_tetrasomic_I	Post-CNV
0.410873810298104	0.332091240695024	0.502719510148393	chr_2_tetrasomic_II	Pre-CNV
0.624908435672505	0.448445082535396	0.847758855299051	chr_3_disomic_I	Post-CNV
0.337450555263153	0.211828505231065	0.510244639566145	chr_3_disomic_II	Pre-CNV
0.499387080388055	0.384588903355612	0.637706152908305	chr_3_tetrasomic_I	Post-CNV
0.494393209584174	0.380209059618236	0.632102866605476	chr_3_tetrasomic_II	Pre-CNV
0.564201333599183	0.461227891885945	0.683311043919214	chr_4_tetrasomic_I	Post-CNV
0.513423213575256	0.41543637425948	0.6275704967285	chr_4_tetrasomic_II	Pre-CNV
0.45793561625062	0.228599809700144	0.819373312332487	chr_5_disomic_I	Post-CNV
0.251864588937841	0.0929100934215465	0.546535597425568	chr_5_disomic_II	Pre-CNV
0.534178408323554	0.223006586670598	1.07515901321863	chr_5_tetrasomic_I	Post-CNV
0.357899533576781	0.116625805987409	0.833568023952112	chr_5_tetrasomic_II	Pre-CNV
0.483081909931479	0.383053910449575	0.601237253490931	chr_6_tetrasomic_I	Post-CNV
0.45409699533559	0.357297146590281	0.569044192592393	chr_6_tetrasomic_II	Pre-CNV
0.470605480707862	0.360810523562659	0.603294987354423	chr_7_tetrasomic_I	Post-CNV
0.44236915186539	0.336147401360314	0.571513835441113	chr_7_tetrasomic_II	Pre-CNV
0.499285208501873	0.37507841526195	0.651458892829046	chr_9_tetrasomic_I	Post-CNV
0.484306652246817	0.362115506457866	0.634482720979048	chr_9_tetrasomic_II	Pre-CNV
0.571560979377462	0.4024316763282	0.787821520690984	chr_10_disomic_I	Post-CNV
0.285084166815341	0.169318524308217	0.449830621561328	chr_10_disomic_II	Pre-CNV
0.478859476676929	0.324236049000689	0.681625775395454	chr_10_tetrasomic_I	Post-CNV
0.416607744708929	0.273444234862254	0.608101215134808	chr_10_tetrasomic_II	Pre-CNV
0.3783223349467	0.220386701720841	0.605730706910785	chr_11_disomic_I	Post-CNV
0.223210177618553	0.107177480827037	0.410130312386616	chr_11_disomic_II	Pre-CNV
0.492791128922543	0.352853150077247	0.669771514867604	chr_11_tetrasomic_I	Post-CNV
0.46322366118719	0.32791802151588	0.635627258946875	chr_11_tetrasomic_II	Pre-CNV
0.538325730267452	0.307699667995732	0.874207259765277	chr_12_disomic_I	Post-CNV
0.270871036606528	0.116942887747606	0.533723925537326	chr_12_disomic_II	Pre-CNV
0.389589738862185	0.268997376990965	0.545754001797098	chr_12_tetrasomic_I	Post-CNV
0.35842255975321	0.243229584900492	0.509265917180405	chr_12_tetrasomic_II	Pre-CNV
0.487348960731486	0.357448062715598	0.649054315085142	chr_13_tetrasomic_I	Post-CNV
0.443487554265652	0.320049680926438	0.598798794941639	chr_13_tetrasomic_II	Pre-CNV
0.481490177524964	0.346277021263766	0.652003679694519	chr_14_tetrasomic_I	Post-CNV
0.462230570423966	0.329982619955392	0.629813250368681	chr_14_tetrasomic_II	Pre-CNV
0.360030658377984	0.238262471254598	0.5220588053411	chr_15_tetrasomic_I	Post-CNV
0.309626366205066	0.197659869816885	0.462030355288915	chr_15_tetrasomic_II	Pre-CNV
0.494422755540471	0.347212195080999	0.682976213143871	chr_16_tetrasomic_I	Post-CNV
0.415315114653996	0.281524950932264	0.590635856212159	chr_16_tetrasomic_II	Pre-CNV
0.281223573772302	0.0579950617979993	0.821854621636866	chr_17_trisomic_I	Post-CNV
0.093741191257434	0.00237332148047431	0.522292488728222	chr_17_trisomic_III	Pre-CNV
0.659336896375742	0.447987432169746	0.93587609450188	chr_17_tetrasomic_I	Post-CNV
0.599996575701925	0.399364133762984	0.865987378148946	chr_17_tetrasomic_II	Pre-CNV
0.478340241363652	0.333181504530665	0.665255481442046	chr_18_tetrasomic_I	Post-CNV
0.45442322929547	0.313285783953081	0.637372374773167	chr_18_tetrasomic_II	Pre-CNV
0.473188631136547	0.307681966628427	0.695882931591812	chr_19_tetrasomic_I	Post-CNV
0.397478450154699	0.247350833380672	0.605096232934415	chr_19_tetrasomic_II	Pre-CNV
0.4873954741927	0.32515897263787	0.702169333468718	chr_20_tetrasomic_I	Post-CNV
0.472773609966919	0.313248616900786	0.68488079950008	chr_20_tetrasomic_II	Pre-CNV
0.664600232548052	0.371971705078565	1.09615701435195	chr_21_disomic_I	Post-CNV
0.312396906251461	0.12609948203917	0.64208436334758	chr_21_disomic_II	Pre-CNV
0.462210559274777	0.261502908668319	0.756311858925602	chr_22_tetrasomic_I	Post-CNV
0.402123186569056	0.216961998125356	0.681156841429756	chr_22_tetrasomic_II	Pre-CNV
