Mean	Min	Max	Segment	Timing
0.0908020893143062	0.055464275125191	0.140236462454635	chr_1_disomic_I	Post-CNV
0.0561797914562602	0.0242544464268315	0.110696585384504	chr_2_monosomic_I	Post-CNV
0.116442385713954	0.0573947410478542	0.210173818517371	chr_2_trisomic_I	Post-CNV
0.111784690285396	0.0541568998016862	0.204155009887418	chr_2_trisomic_II	Pre-CNV
0.0719425783938493	0.0393316770659866	0.120707422071391	chr_3_disomic_I	Post-CNV
0.0788788488842437	0.0438167106964354	0.130818378149324	chr_4_trisomic_I	Post-CNV
0.0272132028650641	0.00891183510978108	0.0632073028527215	chr_4_trisomic_II	Pre-CNV
0.108176104252705	0.0651290813035984	0.168930386801399	chr_5_disomic_I	Post-CNV
0.0839189768991557	0.0458792855746156	0.140801783735231	chr_6_disomic_I	Post-CNV
0.0588604660854235	0.0269147531807891	0.111735499347598	chr_7_disomic_I	Post-CNV
0.0960736708279696	0.0261768417881444	0.245986754789049	chr_8_monosomic_I	Post-CNV
0.0603561137458846	0.0221496300033506	0.131369849927427	chr_8_disomic_I	Post-CNV
0.110518282855336	0.0571064094776263	0.19305319878755	chr_9_disomic_I	Post-CNV
0.0259405357317261	0.000656757502665452	0.144531414467086	chr_9_disomic_II	Pre-CNV
0.0855300342486361	0.0426962849340473	0.153036857102336	chr_10_disomic_I	Post-CNV
0.0928384138123754	0.0479709631515223	0.162170025572163	chr_11_disomic_I	Post-CNV
0.044432642739576	0.0144271581529391	0.103690966129456	chr_12_disomic_I	Post-CNV
0.135376791214614	0.0216917715781628	0.440019586872931	chr_12_tetrasomic_I	Post-CNV
0.0959292051389721	0.00900319894553059	0.377902686371504	chr_12_tetrasomic_III	Pre-CNV
0.0941029094361128	0.0430298424309342	0.178636634658076	chr_13_disomic_I	Post-CNV
0.0575176487153318	0.0186758239761907	0.134227005126464	chr_14_disomic_I	Post-CNV
0.0118951336437297	0.000301158709539415	0.0662754427504216	chr_14_disomic_II	Pre-CNV
0.104305938182695	0.0450319006901663	0.20552428004545	chr_15_disomic_I	Post-CNV
0.0264903318302145	0.00320810208049324	0.0956921868438331	chr_16_disomic_I	Post-CNV
0	0	0.19934747931298	chr_17_monosomic_I	Post-CNV
0.0912544381453407	0.031002712419084	0.207641929443349	chr_17_trisomic_I	Post-CNV
0.0273763314436022	0.00224243087548321	0.112593036145937	chr_17_trisomic_II	Pre-CNV
0.122482806510059	0.0560069385336548	0.232510519489174	chr_18_disomic_I	Post-CNV
0.0727209883116828	0.0198140217741969	0.186194612589274	chr_19_disomic_I	Post-CNV
0.102111676272766	0.0374731855332202	0.222254130613337	chr_20_disomic_I	Post-CNV
0.0301660808665146	0.000763739043016978	0.168074645090445	chr_21_disomic_I	Post-CNV
0	0	0.107453595267889	chr_22_disomic_I	Post-CNV
