Mean	Min	Max	Segment	Timing
0.172648822671785	0.122176582458882	0.236973998075309	chr_1_disomic_I	Post-CNV
0.53999396084254	0.30865320591011	0.876916361704322	chr_2_monosomic_I	Post-CNV
0.253212635310502	0.183984688451457	0.33992614409127	chr_2_disomic_I	Post-CNV
0.17292177691046	0.0587483110905078	0.3934692068705	chr_2_trisomic_I	Post-CNV
0.0570641863804517	0.00558135835908196	0.221786673486975	chr_2_trisomic_II	Pre-CNV
0.256924622138903	0.190694406709158	0.338723084341945	chr_3_disomic_I	Post-CNV
0.26327215654949	0.194770190749108	0.348059752941316	chr_4_disomic_I	Post-CNV
0.241977934550672	0.174396411147346	0.327083871646323	chr_5_disomic_I	Post-CNV
0.179664424584406	0.121218832804801	0.256482137597064	chr_6_disomic_I	Post-CNV
0.182709263199774	0.121408978508448	0.264065756432619	chr_7_disomic_I	Post-CNV
0.29772535911686	0.214574251300843	0.402438194738958	chr_8_disomic_I	Post-CNV
0.239656808500605	0.156551784062398	0.351152751858612	chr_9_disomic_I	Post-CNV
0.265101562586247	0.144933491155248	0.444795375996966	chr_10_monosomic_I	Post-CNV
0.472195397078619	0.330719850960904	0.653717466333763	chr_10_disomic_I	Post-CNV
0.215788317148066	0.143389769627379	0.311874199474614	chr_11_disomic_I	Post-CNV
0.234060967142359	0.148374575184888	0.351206373578167	chr_12_disomic_I	Post-CNV
0.125181532782149	0.0341077544991831	0.320514442127832	chr_12_trisomic_I	Post-CNV
0.135196055404721	0.0392716382438248	0.334942953373869	chr_12_trisomic_II	Pre-CNV
0.14652412283674	0.0801061014277509	0.245842580760309	chr_13_disomic_I	Post-CNV
0.230110203112869	0.140557290156482	0.355386545650575	chr_14_disomic_I	Post-CNV
0.117391685105205	0.0536789536375409	0.222845985205924	chr_15_disomic_I	Post-CNV
0.159893199870124	0.0826191495973865	0.279301242308564	chr_16_disomic_I	Post-CNV
0.233919454046549	0.138635493508443	0.369693586145959	chr_17_disomic_I	Post-CNV
0.258715530495855	0.155763649805745	0.404016348528295	chr_18_disomic_I	Post-CNV
0.27268037170334	0.152617134085361	0.449744805193249	chr_19_disomic_I	Post-CNV
0.15327187948416	0.070085663268192	0.290957770624054	chr_20_disomic_I	Post-CNV
0.0606339559005601	0.00734305335697062	0.219030696720047	chr_21_disomic_I	Post-CNV
0.236022921720077	0.101897945185874	0.465059246922056	chr_22_disomic_I	Post-CNV
