Mean	Min	Max	Segment	Timing
0.0317785616076015	0.0127766299455545	0.0654759825040422	chr_1_disomic_I	Post-CNV
0.00426549427679651	0.000107992965058022	0.023765812996401	chr_2_disomic_I	Post-CNV
0.0370245391981388	0.00448384346380197	0.133745365873978	chr_3_monosomic_I	Post-CNV
0.0427018244261965	0.0156708169696029	0.0929438944680113	chr_3_disomic_I	Post-CNV
0.0483094180869184	0.0220901421716562	0.0917063236519372	chr_4_disomic_I	Post-CNV
0.0398544082030028	0.0160235391266745	0.082115313034954	chr_5_disomic_I	Post-CNV
0.0299423491207723	0.0097221992571496	0.0698754545552372	chr_6_disomic_I	Post-CNV
0	0	0.0673035231948389	chr_7_monosomic_I	Post-CNV
0.020993104856696	0.00254236239086907	0.0758343128827039	chr_7_trisomic_I	Post-CNV
0.0113362766226159	0.000362464735980209	0.0599328788922852	chr_7_trisomic_II	Pre-CNV
0.0283427015527627	0.00772243225434529	0.0725685728132803	chr_8_disomic_I	Post-CNV
0.0184197138092226	0.00223071279635906	0.0665383396002476	chr_9_disomic_I	Post-CNV
0.0232252887224671	0.00478961289293067	0.0678741494511587	chr_10_disomic_I	Post-CNV
0.0231185906019415	0.00476760917535249	0.0675623322649333	chr_11_disomic_I	Post-CNV
0.0536481570689283	0.0215693415767038	0.11053570759411	chr_12_disomic_I	Post-CNV
0.0209095779311783	0.00253224689268476	0.0755325849083486	chr_13_disomic_I	Post-CNV
0.0115567115862563	0.000292590604870656	0.064389875730552	chr_14_disomic_I	Post-CNV
0.0130411915162876	0.00033017438269572	0.0726608685216922	chr_15_disomic_I	Post-CNV
0	0	0.0488598210577258	chr_16_disomic_I	Post-CNV
0	0	0.199350549597213	chr_17_monosomic_I	Post-CNV
0.0114126377558874	5.81594232005539e-05	0.0852656944397084	chr_17_trisomic_I	Post-CNV
0	0	0.0631497674024069	chr_17_trisomic_II	Pre-CNV
0	0	0.0502027016184597	chr_18_disomic_I	Post-CNV
0.0546351316571906	0.0112670776290116	0.159667039479971	chr_19_disomic_I	Post-CNV
0.0340314372207614	0.00412136492852743	0.122933252401879	chr_20_disomic_I	Post-CNV
0	0	0.111279035919625	chr_21_disomic_I	Post-CNV
0.0291290611700672	0.000737483977466396	0.16229674115246	chr_22_disomic_I	Post-CNV
