Mean	Min	Max	Segment	Timing
0.054492211939012	0.0281569210806878	0.0951869279185737	chr_1_disomic_I	Post-CNV
0.02134476711604	0.00693058778262764	0.0498115661731523	chr_2_disomic_I	Post-CNV
0.061795273186861	0.031930519396595	0.10794390620681	chr_3_disomic_I	Post-CNV
0.0214708422258852	0.00585008187114657	0.0549738836480014	chr_4_disomic_I	Post-CNV
0.0284657803489184	0.00924276139611388	0.0664296356016475	chr_5_disomic_I	Post-CNV
0.0179664768897657	0.00370511946611537	0.0525056696645969	chr_6_disomic_I	Post-CNV
0.0392159061911602	0.0143915464146253	0.0853565180288311	chr_7_disomic_I	Post-CNV
0.0212585332283842	0.00438402062735038	0.0621264552918117	chr_8_disomic_I	Post-CNV
0.0276571641168098	0.00570357214580626	0.0808259700489168	chr_9_disomic_I	Post-CNV
0.0155280040798899	0.00188051333270894	0.056092489790174	chr_10_disomic_I	Post-CNV
0	0	0.0285712223035406	chr_11_disomic_I	Post-CNV
0.0306643664201055	0.0083550077913657	0.0785129569666455	chr_12_disomic_I	Post-CNV
0.0209161713943872	0.00253304539166822	0.0755564027645151	chr_13_disomic_I	Post-CNV
0.0115048500305983	0.000291277583962739	0.0641009216367262	chr_14_disomic_I	Post-CNV
0.0391147273284978	0.00806639713093477	0.114309831845818	chr_15_disomic_I	Post-CNV
0	0	0.0488598249406648	chr_16_disomic_I	Post-CNV
0	0	0.19934747931298	chr_17_monosomic_I	Post-CNV
0.0456193268696107	0.00821776551244653	0.141341710437756	chr_17_trisomic_I	Post-CNV
0.0225815668004573	0.00122330890236109	0.104645288882192	chr_17_trisomic_II	Pre-CNV
0.0272184014466798	0.00329627468876016	0.0983222246334938	chr_18_disomic_I	Post-CNV
0.0726482578402908	0.0197942051686025	0.186008393696233	chr_19_disomic_I	Post-CNV
0.0170327678431699	0.000431232345694363	0.0949005083827942	chr_20_disomic_I	Post-CNV
0.0302481793545226	0.000765817596772165	0.16853206858856	chr_21_disomic_I	Post-CNV
0	0	0.107484779337782	chr_22_disomic_I	Post-CNV
