Mean	Min	Max	Segment	Timing
0.182318622656684	0.115574367290922	0.273567451595104	chr_1_disomic_I	Post-CNV
0.227418912569677	0.141370295861879	0.346498594776044	chr_1_trisomic_I	Post-CNV
0.211499588689799	0.128901455399776	0.327205334760739	chr_1_trisomic_II	Pre-CNV
0.180772737859671	0.130285088905099	0.244352226152526	chr_2_disomic_I	Post-CNV
0.213256796432189	0.153259243071813	0.288953762943432	chr_3_trisomic_I	Post-CNV
0.0607781869831738	0.0311806774045029	0.106702610323002	chr_3_trisomic_II	Pre-CNV
0.229673311300378	0.165989102293839	0.309724879095962	chr_4_trisomic_I	Post-CNV
0.196370681161823	0.137888272564737	0.271282542241398	chr_4_trisomic_II	Pre-CNV
0.232784822075462	0.166804762343624	0.316189563584263	chr_5_trisomic_I	Post-CNV
0.104753169933958	0.0623863761043688	0.164945020872943	chr_5_trisomic_II	Pre-CNV
0.220830260831575	0.155215654631741	0.304824339791434	chr_6_trisomic_I	Post-CNV
0.0563117165120515	0.0262071205009608	0.105657946439869	chr_6_trisomic_II	Pre-CNV
0.153273441735975	0.0975166278856161	0.229327837798828	chr_7_trisomic_I	Post-CNV
0.0505802357728717	0.0214110780592322	0.100918540541291	chr_7_trisomic_II	Pre-CNV
0.297724875816473	0.214573902980435	0.402437541457237	chr_8_disomic_I	Post-CNV
0.202691460672333	0.12702565927613	0.306877307322122	chr_9_disomic_I	Post-CNV
0.196471459714351	0.124546051940995	0.294803656159886	chr_10_disomic_I	Post-CNV
0.121735172983094	0.00675254757740482	0.560531293216874	chr_10_trisomic_I	Post-CNV
0.0913013797373205	0.00231155080089021	0.508698728997044	chr_10_trisomic_II	Pre-CNV
0.209647813802304	0.13815923032359	0.305026562146325	chr_11_disomic_I	Post-CNV
0.176326519547638	0.111775887928372	0.264576354836307	chr_12_disomic_I	Post-CNV
0.230041274005382	0.144165641681831	0.348285253387381	chr_13_disomic_I	Post-CNV
0.207086986060147	0.122732872426726	0.327286718553553	chr_14_disomic_I	Post-CNV
0.104305940902627	0.04503190186444	0.205524285404801	chr_15_disomic_I	Post-CNV
0.15894199940214	0.0821276504352874	0.27763968651627	chr_16_disomic_I	Post-CNV
0.433032873474073	0.186952858999327	0.853247390391981	chr_17_monosomic_I	Post-CNV
0.148287622162409	0.0666036793931364	0.284817881893053	chr_17_trisomic_I	Post-CNV
0.0222431433243613	0.00116191585942591	0.104088599001977	chr_17_trisomic_II	Pre-CNV
0.218060667639617	0.124640512728794	0.354116862712669	chr_18_trisomic_I	Post-CNV
0.160274590715119	0.0821702641970792	0.281509794930075	chr_18_trisomic_II	Pre-CNV
0.199782712689266	0.0997308103616693	0.357466458676552	chr_19_disomic_I	Post-CNV
0.204188626798985	0.10550724306783	0.356676438876449	chr_20_disomic_I	Post-CNV
0.120846556716038	0.032926619421695	0.309415181681127	chr_21_disomic_I	Post-CNV
0.146584802767803	0.0475956864583441	0.342080031295347	chr_22_disomic_I	Post-CNV
