Mean	Min	Max	Segment	Timing
0.0568381994569642	0.0298280505438776	0.0982039291896162	chr_1_tetrasomic_I	Post-CNV
0.00170514598370893	1.77503973841975e-07	0.0201808755006776	chr_1_tetrasomic_II	Pre-CNV
0.076801878963089	0.0455176609223136	0.121380080046536	chr_2_tetrasomic_I	Post-CNV
0.0153603757926178	0.00380829250741892	0.0412104384889558	chr_2_tetrasomic_II	Pre-CNV
0.0899282160605247	0.0528504955965697	0.143032043638857	chr_3_tetrasomic_I	Post-CNV
0.010791385927263	0.00140860608296867	0.0379391173459226	chr_3_tetrasomic_II	Pre-CNV
0.0778442933105543	0.0430749295113613	0.129468184845269	chr_4_tetrasomic_I	Post-CNV
0	0	0.0198040147733326	chr_4_tetrasomic_II	Pre-CNV
0.0797518646057152	0.0436010865069364	0.133810077382013	chr_5_tetrasomic_I	Post-CNV
0.00717766781451436	0.000347400743626226	0.0342713149325271	chr_5_tetrasomic_II	Pre-CNV
0.101803984572025	0.0593045726074539	0.162998041206939	chr_6_tetrasomic_I	Post-CNV
0.00407215938288102	2.28338521895619e-05	0.0299719741611212	chr_6_tetrasomic_II	Pre-CNV
0.101288870821278	0.0573057750499107	0.165738260717178	chr_7_tetrasomic_I	Post-CNV
0.0111417757903406	0.00102911223438933	0.0441190931629098	chr_7_tetrasomic_II	Pre-CNV
0.0731914627428496	0.0268599768696784	0.159307001060065	chr_8_trisomic_I	Post-CNV
0.0219574388228549	0.00223410528992501	0.0842305271731192	chr_8_trisomic_II	Pre-CNV
0.0845265295472796	0.0274455340647902	0.197256723254068	chr_8_tetrasomic_I	Post-CNV
0.00591685706830957	3.21898701509629e-07	0.0742199141912036	chr_8_tetrasomic_II	Pre-CNV
0.0644689977385289	0.0259198807434048	0.13283077503959	chr_9_tetrasomic_I	Post-CNV
0.0251429091180263	0.00465814653817462	0.0769824224135339	chr_9_tetrasomic_II	Pre-CNV
0.0929083231766471	0.0480070863401864	0.162292143162566	chr_10_tetrasomic_I	Post-CNV
0.0120780820129641	0.000941103462712896	0.0504410257850211	chr_10_tetrasomic_II	Pre-CNV
0.184767041402968	0.0844872568302182	0.350745398518882	chr_11_disomic_I	Post-CNV
0	0	0.0757314825365364	chr_11_disomic_II	Pre-CNV
0.0766402249715558	0.0367519668497645	0.140944102436725	chr_12_tetrasomic_I	Post-CNV
0.0130288382451645	0.00119694613281433	0.0516810489715659	chr_12_tetrasomic_II	Pre-CNV
0.0993205003649715	0.0465578775526269	0.185462089860187	chr_13_tetrasomic_I	Post-CNV
0	0	0.0385664582282799	chr_13_tetrasomic_II	Pre-CNV
0.0752228743826835	0.0289825085049315	0.159058147949894	chr_14_tetrasomic_I	Post-CNV
0.00677005869444151	1.73926703080107e-05	0.0559150941295696	chr_14_tetrasomic_II	Pre-CNV
0.0521529704513134	0.0142099291566608	0.133532317890709	chr_15_tetrasomic_I	Post-CNV
0.00677988615867075	8.5982981042304e-06	0.0614290324712533	chr_15_tetrasomic_II	Pre-CNV
0.0596150141870486	0.0178870842613207	0.145196005297398	chr_16_tetrasomic_I	Post-CNV
0.00178845042561146	1.12114630612753e-14	0.0525552026776956	chr_16_tetrasomic_II	Pre-CNV
0.0321037840858717	0.000163602631129357	0.239852653065432	chr_17_trisomic_I	Post-CNV
0	0	0.177640484270523	chr_17_trisomic_III	Pre-CNV
0.0476322038281621	0.0114988847509933	0.129442336165814	chr_18_tetrasomic_I	Post-CNV
0	0	0.0502027023016784	chr_18_tetrasomic_II	Pre-CNV
0.0822034950076356	0.0246646060867008	0.200211628888387	chr_19_tetrasomic_I	Post-CNV
0.00246610485022907	1.54595526035462e-14	0.0724686792388586	chr_19_tetrasomic_II	Pre-CNV
0.102111618925429	0.0374731644877582	0.222254005792327	chr_20_tetrasomic_I	Post-CNV
0.0112322780817972	5.4486226838525e-05	0.084559862472663	chr_20_tetrasomic_II	Pre-CNV
0.12066431618612	0.0328769650108875	0.308948573544273	chr_21_tetrasomic_I	Post-CNV
0	0	0.111279029205921	chr_21_tetrasomic_II	Pre-CNV
0.116516244680269	0.0317467551354994	0.298327863004502	chr_22_tetrasomic_I	Post-CNV
0.0419458480848968	0.00276693637395796	0.184009652371015	chr_22_tetrasomic_II	Pre-CNV
