Mean	Min	Max	Segment	Timing
0.0408618670350942	0.0186846475894308	0.0775685518836232	chr_1_disomic_I	Post-CNV
0.046933451880975	0.0234290100787661	0.0839769097712322	chr_2_disomic_I	Post-CNV
0	0	0.250434809777985	chr_3_monosomic_I	Post-CNV
0.061245694100597	0.0305736298281009	0.109585464551078	chr_3_disomic_I	Post-CNV
0.0966861815727923	0.0573023588500836	0.152805850809193	chr_4_disomic_I	Post-CNV
0.0685833377741044	0.0354380114229333	0.119801288969978	chr_5_disomic_I	Post-CNV
0.065989668261599	0.0329418046368363	0.118073744745892	chr_6_disomic_I	Post-CNV
0.0227537581017031	0.000576075278539899	0.126775825946377	chr_7_disomic_I	Post-CNV
0.104118198114294	0.0526060868742374	0.184746969795932	chr_7_trisomic_I	Post-CNV
0.0484149621231469	0.0163139019824298	0.110675247715496	chr_7_trisomic_II	Pre-CNV
0.106524487817302	0.0596209471882149	0.175695942918199	chr_8_disomic_I	Post-CNV
0.055635958788665	0.0204174163240359	0.121096059753082	chr_9_disomic_I	Post-CNV
0	0	0.0757624905727954	chr_11_monosomic_I	Post-CNV
0.0847110925834356	0.0387353057185995	0.160808040771441	chr_12_disomic_I	Post-CNV
0.0877531447875115	0.0106273129444736	0.316994531475165	chr_12_trisomic_I	Post-CNV
0.0552844812161322	0.00267578137938304	0.26396761672477	chr_12_trisomic_II	Pre-CNV
0.135954907898446	0.072390262568603	0.232487033046098	chr_13_disomic_I	Post-CNV
0.0690211729004884	0.025329553996464	0.150230035749616	chr_14_disomic_I	Post-CNV
0.0401934133847684	0.00828884812839171	0.117462210249767	chr_16_disomic_I	Post-CNV
0.182948180659621	0.0671387579468375	0.398201168798562	chr_17_trisomic_I	Post-CNV
0.148188026334293	0.0471327742408081	0.34976481315542	chr_17_trisomic_II	Pre-CNV
0.10894738279924	0.047035747035569	0.214669776263657	chr_18_disomic_I	Post-CNV
0.0727570634376112	0.0198238510318466	0.186286979239567	chr_19_disomic_I	Post-CNV
0.136206720803957	0.0588043943752635	0.268381539136853	chr_20_disomic_I	Post-CNV
0.121784916268303	0.0331822908177012	0.31181775482211	chr_21_disomic_I	Post-CNV
0	0	0.268746281604596	chr_22_disomic_I	Post-CNV
