Segment	Lachesis_min	Lachesis_max	Lachesis_mean	MutationTimer_min	MutationTimer_max	MutationTimer_mean	Cor_coeff
chr_1_tetrasomic_II	0.208351070202408	0.893215703424688	0.453430857690244	0.318791672392389	0.627728253486026	0.536574573405947	0.0711489299073436
chr_2_tetrasomic_II	0.200319107653837	0.984422317973843	0.472920404589684	0.291504633775985	0.580516713095095	0.436667041161477	0.0711489299073436
chr_3_tetrasomic_II	0.191036519982999	0.90960437773193	0.442533310494121	0.246274210362973	0.444733597523099	0.380077434084186	0.0711489299073436
chr_4_tetrasomic_II	0.319922199660042	1.21247817063586	0.647711172001931	0.279910478872382	0.623303728341679	0.463146908900949	0.0711489299073436
chr_5_tetrasomic_II	0.324489294676491	1.25585164877121	0.665029240096984	0.261602182767847	0.607529601213191	0.446578758125037	0.0711489299073436
chr_6_tetrasomic_II	0.250104490191754	1.12249985629929	0.559285091273228	0.329753272287991	0.543173128666227	0.461589672141012	0.0711489299073436
chr_7_disomic_II	0	3.47483666276741	0	6.74273033603997e-07	1	1	0.0711489299073436
chr_8_tetrasomic_II	0.200189299159545	1.1036864342968	0.506714383517204	0.280357920208435	0.631239917532711	0.455548781355282	0.0711489299073436
chr_9_tetrasomic_II	0.139594103559371	1.11342927466674	0.444945796298107	0.130304968770885	0.603302165235151	0.430371229852058	0.0711489299073436
chr_10_tetrasomic_II	0.174253855175124	1.0929025724721	0.477471518516988	0.268930445263091	0.472966348176688	0.377059132121217	0.0711489299073436
chr_11_tetrasomic_II	0.30231851282811	1.40155471505757	0.689229342994211	0.422547324893136	0.690056507182444	0.570174789974808	0.0711489299073436
chr_12_tetrasomic_II	0.242909746270283	1.2578810444683	0.591873705660294	0.379627307273833	0.659831477885495	0.511032981438728	0.0711489299073436
chr_13_tetrasomic_II	0.366044276549622	1.80107670835553	0.864816122422602	0.231771494386222	0.598562261228202	0.373410810670097	0.0711489299073436
chr_14_tetrasomic_II	0.0931409109472936	1.13106047126616	0.390726808132493	0.0812407910930685	0.530252870512043	0.344693618683154	0.0711489299073436
chr_15_tetrasomic_II	0.0535082613544043	1.07486136709381	0.316990674022153	0.124601962932123	0.671287187900965	0.324442016002382	0.0711489299073436
chr_16_tetrasomic_II	0.0696097009113899	1.15819594490383	0.361682232860927	0.151177436375337	0.505278551490815	0.278476573462382	0.0711489299073436
chr_17_disomic_II	0	1.9696889213041	0	5.13865402650484e-196	0.454545454545455	9.42086571525887e-196	0.0711489299073436
chr_19_tetrasomic_II	0.0402373480653653	1.32206317520959	0.339289183167995	5.81041083017145e-08	0.607857262025011	0.241675879287642	0.0711489299073436
chr_20_tetrasomic_II	0.0141056230028851	1.07041594639858	0.223576503715832	1.52818759824248e-13	0.735640942045106	0.422665239694507	0.0711489299073436
chr_21_tetrasomic_II	0.00836691869989395	1.69929951568955	0.289858383126441	8.87552581669966e-22	0.850640490409279	0.461417724983064	0.0711489299073436
chr_22_tetrasomic_II	0.133244670450192	2.46256279658117	0.744648028293965	0.287056265782599	0.783250699976668	0.543002226066853	0.0711489299073436
