Segment	Lachesis_min	Lachesis_max	Lachesis_mean	MutationTimer_min	MutationTimer_max	MutationTimer_mean	Cor_coeff
chr_2_tetrasomic_II	0.447876201207391	1.16485779482004	0.734186561592814	0.708270132431702	0.949773574018363	0.885437789876873	0.485045109595888
chr_5_tetrasomic_II	0.555311640494902	1.4710867434743	0.91957795963623	0.756606519295765	0.951006256196779	0.883284034748703	0.485045109595888
chr_7_tetrasomic_IV	0.294182717323617	1.04180095280054	0.573633259302413	0.259579094376702	0.724878040586772	0.555160784046018	0.485045109595888
chr_8_tetrasomic_II	0.608912634577615	1.69520633710349	1.03645780264083	0.369018345884677	0.959337651071936	0.841227911047335	0.485045109595888
chr_9_tetrasomic_II	0.3319386909815	1.29135017678227	0.683357458950154	0.559437266856143	0.927562851287967	0.793916283455964	0.485045109595888
chr_10_tetrasomic_II	0.436786470995966	1.40781438171272	0.807169463594785	0.681722342094038	0.882158765102442	0.81349482349692	0.485045109595888
chr_11_tetrasomic_II	0.464386531569647	1.46253158576792	0.847008473629284	0.811214243901712	0.971250988334128	0.945650799686271	0.485045109595888
chr_12_tetrasomic_IV	0.521584662348536	1.56657909682424	0.926257781173953	0.24423430976828	0.847748551633432	0.602892233983428	0.485045109595888
chr_13_tetrasomic_II	0.890449515662691	2.46774654885399	1.51184748281535	0.773036532356416	0.936868152719678	0.869452448370321	0.485045109595888
chr_15_tetrasomic_II	0.40155924814716	1.67949134284282	0.862378326805157	0.605801389828288	0.885299443203646	0.742932787749706	0.485045109595888
chr_16_tetrasomic_II	0.465160079018839	1.8311803487969	0.964235576862319	0.713977793348413	0.975552389388194	0.902709334761969	0.485045109595888
chr_17_tetrasomic_II	0.435191591426735	1.75107737457689	0.913683933881243	0.637211439032502	0.96412512519617	0.833743448584132	0.485045109595888
chr_18_tetrasomic_II	0.280317069723322	1.43294949147794	0.67826205226243	0.657192618046315	0.926293043896027	0.809580618637339	0.485045109595888
chr_20_tetrasomic_II	0.150564254121666	1.2581804029255	0.494273067143369	0.478203490059304	0.920806601418574	0.69795998070511	0.485045109595888
chr_22_tetrasomic_II	0.130466133220343	1.72861122073352	0.57953087112432	0.267843212965178	0.780535323863798	0.596931843163893	0.485045109595888
