Segment	Lachesis_min	Lachesis_max	Lachesis_mean	MutationTimer_min	MutationTimer_max	MutationTimer_mean	Cor_coeff
chr_1_tetrasomic_II	0.592250147141728	1.14309989869494	0.837630168649862	0.81429209420312	0.917086144378571	0.894036148991014	0.803310842561656
chr_2_tetrasomic_III	0.524298469404654	1.04027403629792	0.7525708022275	0.28063931812897	0.85072363314408	0.611741465818915	0.803310842561656
chr_3_tetrasomic_II	0.621309838773361	1.22117826383489	0.887318149244483	0.706659471469728	0.967864048387449	0.901389935063918	0.803310842561656
chr_4_tetrasomic_II	0.976168511813778	1.81948836020302	1.35515632091602	0.856614488656653	0.939938832406147	0.910456048129409	0.803310842561656
chr_5_tetrasomic_II	0.7144796219556	1.39252911092815	1.01578702563825	0.704029428458002	0.88115644503395	0.848638223248824	0.803310842561656
chr_6_tetrasomic_II	0.647331640329875	1.32029066728747	0.94304433605609	0.749929688158118	0.848659461170975	0.800744895632214	0.803310842561656
chr_8_tetrasomic_II	0.75326480630424	1.5306721211469	1.09518390333977	0.74177415689631	0.863284002640953	0.813020308894163	0.803310842561656
chr_9_tetrasomic_II	0.375704046831777	1.02475720488397	0.642067190155778	0.618541339052068	0.945567121741683	0.842731829196496	0.803310842561656
chr_10_tetrasomic_II	0.60838418487393	1.34071325570255	0.924232634752993	0.66478917698169	0.89000305942439	0.813541555627842	0.803310842561656
chr_11_tetrasomic_II	0.576265580031342	1.39235853706738	0.920688422317828	0.67729080573172	0.937504897973354	0.869402858604923	0.803310842561656
chr_12_tetrasomic_II	0.40361901424486	1.04900909691763	0.671431762063824	0.698347177535082	0.879953581036942	0.842977396945488	0.803310842561656
chr_13_trisomic_II	0.651397109433264	1.53697897791324	1.02722701101031	0.645423106818407	1	0.988637701051478	0.803310842561656
chr_14_tetrasomic_II	0.468376770290756	1.27402027829194	0.79921079244034	0.637113399464646	0.89666917010857	0.848899719797986	0.803310842561656
chr_15_tetrasomic_II	0.398362938580007	1.20757780967138	0.722569568807471	0.689042985453955	0.935982702078081	0.843028296408767	0.803310842561656
chr_16_disomic_II	0.0176636167897278	0.607127831694994	0.158009774022722	0.131917090603578	0.810028110435827	0.364614786212953	0.803310842561656
chr_16_tetrasomic_II	0.433773992705994	1.9003643478331	0.974897135203553	0.633366094649145	0.991318144208211	0.854437654336915	0.803310842561656
chr_17_tetrasomic_IV	0.00480537732782101	1.21858804290377	0.205620538148165	0.0264880024833279	0.785798764433143	0.28591401867217	0.803310842561656
chr_18_tetrasomic_II	0.620768075776268	1.62290881572549	1.03605542524901	0.676636907788194	0.823920977292341	0.770395913985467	0.803310842561656
chr_19_tetrasomic_II	0.499582061334389	1.58349551689079	0.929490265860544	0.656295557617992	0.988371213473969	0.878721118446994	0.803310842561656
chr_20_tetrasomic_II	0.522542351484256	1.57877081723712	0.946030811381945	0.694104655119441	0.932066498586956	0.847515174938695	0.803310842561656
chr_21_tetrasomic_II	0.416114330807687	1.81457968783326	0.932631289254513	0.713893624769737	0.993871208132433	0.886870779984535	0.803310842561656
chr_22_tetrasomic_II	0.32613316391236	1.58285392514051	0.77943337806409	0.620674220950251	0.973655376597414	0.85484299175072	0.803310842561656
