Segment	Lachesis_min	Lachesis_max	Lachesis_mean	MutationTimer_min	MutationTimer_max	MutationTimer_mean	Cor_coeff
chr_1_trisomic_II	0.0246685855470432	0.436779600715645	0.138096660117768	9.23662996694171e-33	0.193554840336234	0.0619679750004725	0.770037874545649
chr_2_trisomic_II	0.0179278128373229	0.386534566255983	0.115240615574898	2.66118815695414e-29	0.215994356037977	0.0736869100454894	0.770037874545649
chr_5_trisomic_II	0	0.233724203900272	0	1.35621729260667e-181	0.0649350649350649	1.45039904903769e-181	0.770037874545649
chr_6_trisomic_II	0.0837462997242427	0.755153600264614	0.297794515930425	0.0055015886758736	0.278947835474808	0.168705415040022	0.770037874545649
chr_7_trisomic_II	0	0.94033705812774	0	9.56200174087017e-246	0.25	1.27493356544936e-245	0.770037874545649
chr_7_tetrasomic_II	0.0148104187697739	0.696614484483796	0.168374657738425	0.0110382592366207	0.325714211197043	0.111275661981113	0.770037874545649
chr_10_trisomic_II	0	0.320257713262645	0	1.14512182222711e-123	0.087719298245614	1.25522968974895e-123	0.770037874545649
chr_12_trisomic_II	0	0.314629995337125	0	1.70126491655031e-68	0.140609069195316	6.71309205017832e-51	0.770037874545649
chr_14_trisomic_II	0.00334051569088764	0.724244446437548	0.126257831127949	1.34132399150047e-82	0.306913757627925	0.0788045710132394	0.770037874545649
chr_15_trisomic_II	0	0.535243757130255	0	2.3414891955594e-93	0.142857142857143	2.7317373948193e-93	0.770037874545649
chr_17_tetrasomic_III	0.456464985182269	4.06675437158225	1.61053022852244	9.58272817090366e-70	0.687890353736019	0.205314910977452	0.770037874545649
chr_18_tetrasomic_II	0.000673238265468886	0.76904972727952	0.102452250977701	1.30988044374784e-47	0.197786848095834	0.0529277289491715	0.770037874545649
chr_20_trisomic_II	0.00475661505757785	1.06838212496199	0.185041980014168	1.10661232260765e-57	0.424161643228205	0.105117935868851	0.770037874545649
chr_22_trisomic_II	0	1.19703361944471	0	4.45295813261503e-177	0.277777777777778	6.16563433746696e-177	0.770037874545649
