Segment	Lachesis_min	Lachesis_max	Lachesis_mean	MutationTimer_min	MutationTimer_max	MutationTimer_mean	Cor_coeff
chr_2_trisomic_II	0.751918508274288	1.58161982933141	1.10085108479699	0.842115044726031	1	1	0.63632544400881
chr_5_trisomic_II	0.950507235362657	2.02673240579476	1.4018363734188	0.799935069504242	1	0.99544733016435	0.63632544400881
chr_6_disomic_II	0.647022252847764	1.55997243154876	1.02017501195168	0.562887469540602	0.987535870343487	0.811846274542422	0.63632544400881
chr_9_trisomic_II	0.631377763709977	1.76975658770673	1.08213761696431	0.621601272069284	1	0.892336081087894	0.63632544400881
chr_12_trisomic_II	0.852929002400738	2.03702192405871	1.33786935196575	0.786281094680234	1	1	0.63632544400881
chr_13_trisomic_II	0.672928336664629	1.93058034776833	1.16847355774551	0.501789293280434	1	0.88054813384033	0.63632544400881
chr_14_trisomic_II	0.8490210009239	2.32418269106467	1.43606254341944	0.807816504701928	1	1	0.63632544400881
chr_15_disomic_II	0.418374185416871	1.60079269414634	0.856575921312031	0.730676874639554	1	0.94208580812331	0.63632544400881
chr_18_disomic_II	0.575294809814667	1.94780589244817	1.09740113951126	0.711073481744863	0.952874836370591	0.898728475907447	0.63632544400881
chr_19_trisomic_II	0.545556930076343	2.45945973670804	1.23034684177846	0.659551228117276	1	1	0.63632544400881
chr_19_trisomic_III	0.088007990754912	3.13054417018342	0.792667823489689	0.0386294295090139	1	0.600902585339343	0.63632544400881
chr_20_trisomic_II	0.335520711807107	1.63588336100036	0.79302083831757	0.27528168174907	1	0.779197823988178	0.63632544400881
chr_21_trisomic_II	0.577816943050328	2.87054418085712	1.38121201160106	0.484570584152754	1	0.818401659921051	0.63632544400881
