Segment	Lachesis_min	Lachesis_max	Lachesis_mean	MutationTimer_min	MutationTimer_max	MutationTimer_mean	Cor_coeff
chr_1_tetrasomic_II	0.15188750075763	0.708582139823291	0.358007339893363	0.145828543268571	0.359598452933406	0.239659501011106	0.990771381538879
chr_2_trisomic_II	0.0524081674398566	0.437658665869202	0.177273096357133	3.10966322878351e-16	0.159001547278493	0.115199544532581	0.990771381538879
chr_3_tetrasomic_II	0.0843575407651925	0.58650600924744	0.25397582882192	0.128389019432663	0.263927117532876	0.173519970235655	0.990771381538879
chr_5_tetrasomic_II	0.0439666569964316	0.500372782198868	0.182066957041896	0.0940808884643046	0.29585264018504	0.162922929844673	0.990771381538879
chr_6_tetrasomic_II	0.0716495964198242	0.607477391006426	0.244730108766412	0.11227282646838	0.308647101366641	0.169868265869462	0.990771381538879
chr_7_tetrasomic_II	0.0378145274407053	0.52813787399328	0.179684758908606	0.031828340329892	0.337550985168201	0.138268776383889	0.990771381538879
chr_8_trisomic_II	0.00263564481907209	0.363250472475903	0.0689608414980168	5.92420698886829e-46	0.333820546016765	0.0409469334235579	0.990771381538879
chr_9_tetrasomic_II	1.15370689534746e-05	0.362586567768259	0.0327256599447798	3.86518556163551e-42	0.209770225179828	0.0271805703103825	0.990771381538879
chr_10_tetrasomic_II	0.23002274645408	1.14153126709669	0.562684844298697	0.304665061024567	0.548886287548035	0.416358166120441	0.990771381538879
chr_11_trisomic_II	0	0.246143086083205	0	1.34880404583696e-85	0.135135135135135	1.55955467799898e-85	0.990771381538879
chr_12_tetrasomic_II	0.11445335525933	0.84328671412183	0.357430510219841	0.1309416729498	0.399005708969609	0.261293002224484	0.990771381538879
chr_13_trisomic_II	0.213940634621188	1.30556727224688	0.593793037924777	0.157515494218255	0.780819307635877	0.415268511410762	0.990771381538879
chr_14_tetrasomic_II	0.00886943354816761	0.636197313460964	0.138884935247912	0.00291191546614612	0.254596907902174	0.0875858370502332	0.990771381538879
chr_15_tetrasomic_II	0.000166965018103118	0.546787173293071	0.0631761498844758	2.38344488711898e-45	0.268367558786864	0.0675876478309508	0.990771381538879
chr_16_tetrasomic_II	0.0384813337261334	0.909061812368882	0.263667861136628	0.0746218972819381	0.399292072856031	0.196139855551943	0.990771381538879
chr_17_trisomic_III	0	1.72063708865703	0	3.18443034465737e-308	0.555555555615683	7.16496827547908e-308	0.990771381538879
chr_18_tetrasomic_II	0.0156021583678727	0.793941144147338	0.187936696307295	0.0114001184418537	0.46482530999767	0.196127063770224	0.990771381538879
chr_19_tetrasomic_II	0.148809429357245	1.62713208224001	0.600082946310305	0.239411153955425	0.572002038888874	0.426481524406996	0.990771381538879
chr_20_tetrasomic_II	0.099211097711962	1.3798084807395	0.470078570680854	0.126176113144719	0.477313575060928	0.313561194146314	0.990771381538879
chr_21_tetrasomic_II	0.0108395619372521	1.5354597888315	0.289900313088557	0.0600189758834211	0.429948506651729	0.199816086818353	0.990771381538879
chr_22_trisomic_II	0	0.929006986232042	0	4.11615155761929e-121	0.3125	5.98712953835534e-121	0.990771381538879
