Segment	Lachesis_min	Lachesis_max	Lachesis_mean	MutationTimer_min	MutationTimer_max	MutationTimer_mean	Cor_coeff
chr_1_tetrasomic_II	0.0267259722936175	0.283309037498902	0.102348362093529	0.00436560697158267	0.129045462336843	0.0584407577299182	0.884652890356393
chr_2_trisomic_II	0.000686733390017177	0.147000762726835	0.0250688842550661	2.54047872080282e-47	0.149077538621269	0.00867676295599727	0.884652890356393
chr_3_tetrasomic_II	0.0117455588348548	0.251625237600049	0.0729757473756305	0.00585823038271312	0.10372675837062	0.0355188629490669	0.884652890356393
chr_5_tetrasomic_II	0.000901802209699631	0.196529329788243	0.0334052810728356	4.92127273738963e-20	0.170906712304178	2.19764291700393e-12	0.884652890356393
chr_6_tetrasomic_II	0.0122406729816408	0.286597847411098	0.0810287688597176	2.15700695782869e-14	0.0401987679675569	0.000179148441191088	0.884652890356393
chr_7_tetrasomic_II	0.00479066555175264	0.262920471054798	0.0595743870906036	0.00428211253363573	0.120516681710943	0.0466263624924194	0.884652890356393
chr_8_trisomic_II	0.00469091824649837	0.28361999339877	0.0628172201225865	8.64898845119609e-42	0.09451178563516	0.023886260003522	0.884652890356393
chr_9_tetrasomic_II	0.00383451421215843	0.346097863734192	0.0700761335080123	4.09238265538918e-29	0.119263325747279	0.0347998418156816	0.884652890356393
chr_10_tetrasomic_II	0.000274175405056436	0.242044151250513	0.0327248177957504	1.20115008699942e-23	0.0450452823426529	1.25780810997109e-23	0.884652890356393
chr_11_tetrasomic_II	0	0.173245694916242	0	7.3196250616935e-87	0.0467289719626168	7.67843021177651e-87	0.884652890356393
chr_12_tetrasomic_II	0.0434509620122786	0.472869902809854	0.169330416303102	0.00499801011562699	0.197275325948934	0.0748870305100723	0.884652890356393
chr_13_trisomic_II	0.012311309668061	0.452562414218578	0.113243355761947	1.44289675368504e-36	0.285233733036977	0.0796049689552978	0.884652890356393
chr_15_tetrasomic_II	0.00671709177737804	0.503912526482736	0.106250586429874	1.59626622133493e-23	0.380960089022088	0.0515051480751585	0.884652890356393
chr_17_disomic_II	0	1.21459265901343	0	2.01235265648746e-308	0.555555555555556	4.52779347709678e-308	0.884652890356393
chr_18_tetrasomic_II	0.00388513936644937	0.491835824319101	0.0928026287747108	0.00918881516299118	0.338802611210142	0.0898799494650528	0.884652890356393
chr_19_tetrasomic_II	0	0.408201080828438	0	2.10264482119765e-69	0.0909090909090909	2.31290930331742e-69	0.884652890356393
chr_20_tetrasomic_II	0.02001981033507	0.735926066496565	0.184148605240802	0.0442500578984035	0.282484095711532	0.123416233880701	0.884652890356393
chr_21_tetrasomic_II	0	0.68753688851076	0	5.45738773295001e-78	0.185185185185185	6.69770312680229e-78	0.884652890356393
chr_22_tetrasomic_II	0.000264298315705319	0.860758990166218	0.0976755222130784	3.89144739573553e-42	0.342920195447265	0.0662326452640368	0.884652890356393
