Segment	Lachesis_min	Lachesis_max	Lachesis_mean	MutationTimer_min	MutationTimer_max	MutationTimer_mean	Cor_coeff
chr_1_tetrasomic_II	0.35960222757134	2.07968981600708	0.943702729285873	0.297686413602683	0.688522809920359	0.508158280416941	0.904062673442112
chr_2_tetrasomic_II	0.0459358547881097	1.00834067327742	0.289594293581162	0.0117580663385606	0.360765939489336	0.137064893887755	0.904062673442112
chr_3_tetrasomic_II	0.0849213406085952	1.34769468552641	0.427642851604795	0.138660025381241	0.474708566602914	0.288116394904605	0.904062673442112
chr_4_tetrasomic_II	0.299714159806783	2.12729202142073	0.892267067254149	0.279730317966875	0.730478967966917	0.48256931560076	0.904062673442112
chr_5_tetrasomic_II	0.166604230188133	1.77242774910324	0.642307043561581	0.0873345676833909	0.408981386198407	0.213685259885964	0.904062673442112
chr_6_tetrasomic_II	0.0923006761868552	1.54377661795403	0.481790626510561	0.12990117277193	0.493394296925618	0.295837966293627	0.904062673442112
chr_9_tetrasomic_II	0.0549729777896639	1.93018431965146	0.485472157267641	0.0340743130630196	0.388555065254977	0.153500414228165	0.904062673442112
chr_10_tetrasomic_II	0.158556174110533	2.1619932579819	0.720538345819972	0.0724727540982547	0.517505258329353	0.22448937576252	0.904062673442112
chr_11_trisomic_III	0	0.812366687579095	0	2.99423176232101e-308	0.256578947368421	7.32607262121715e-308	0.904062673442112
chr_13_tetrasomic_II	0.0516457805554405	2.12076954152824	0.511789262516344	0.021044784732688	0.644048156201862	0.25954425589261	0.904062673442112
chr_14_tetrasomic_II	0.0668171511507579	2.41677741043628	0.6030434140927	0.129300607982049	0.915804578734342	0.477815042827975	0.904062673442112
chr_15_tetrasomic_II	7.31390342294808e-06	1.637510643255	0.11821450758739	2.88715399429992e-21	0.583939573311962	1.11218016445074e-17	0.904062673442112
chr_16_tetrasomic_II	0.000106908459695876	1.80998849415487	0.165680899402684	3.86253286304609e-57	0.581529279070938	0.0397260542875879	0.904062673442112
chr_17_trisomic_III	0	5.77047406048329	0	0	0.55555555559483	8.13154708594756e-308	0.904062673442112
chr_19_tetrasomic_II	0.0497970907017591	3.39402606303754	0.722810252717631	5.89011012216021e-11	0.888993495132196	0.379775617221287	0.904062673442112
chr_20_tetrasomic_II	0.0121294826405082	2.7498987854536	0.455606982463673	0.0299456250916854	0.878087591512903	0.29851568657567	0.904062673442112
chr_22_tetrasomic_II	0.000897294193188625	11.1347921514408	1.05322268132585	2.81709081712705e-22	0.898579214009889	0.434539770696991	0.904062673442112
chr_22_tetrasomic_IV	0	4.78002629086749	0	0	0.555555555555556	7.50210310398072e-308	0.904062673442112
