Segment	Lachesis_min	Lachesis_max	Lachesis_mean	MutationTimer_min	MutationTimer_max	MutationTimer_mean	Cor_coeff
chr_1_tetrasomic_III	0.00424178331803148	0.6374469974653	0.113311052809045	2.73571375126285e-73	0.166852057842046	3.26181254958263e-73	0.78481826773093
chr_3_tetrasomic_II	0	0.448068028732373	0	2.43737975261834e-110	0.0847457627118644	2.66306306304597e-110	0.78481826773093
chr_9_tetrasomic_II	0	0.803042886598687	0	4.56566805968412e-140	0.135135135135135	5.27905369400977e-140	0.78481826773093
chr_10_trisomic_II	0.244399637797301	2.19270062038499	0.836033267904909	0.0178585335238804	0.687899097784139	0.30000913975505	0.78481826773093
chr_11_trisomic_II	0.0454747012317521	1.40290968498812	0.362142932783159	7.53676740448468e-13	0.385957758723577	0.150884074751373	0.78481826773093
chr_12_tetrasomic_II	0.0159318670033745	1.1712806700557	0.242837810554352	5.27276921960068e-25	0.252784793115505	0.0803546265127973	0.78481826773093
chr_13_tetrasomic_II	0.0616033311655053	1.88404519482265	0.487510518851612	0.0840200196579246	0.454320660850022	0.202101789579802	0.78481826773093
chr_14_tetrasomic_II	0	1.00744246025789	0	6.25559797506991e-78	0.131578947368421	7.2034158500805e-78	0.78481826773093
chr_15_trisomic_II	0	1.14019716569463	0	1.34310377765996e-125	0.517677370925007	2.77796531377682e-45	0.78481826773093
chr_16_trisomic_II	0.00229688973147734	1.70959227165947	0.229540767407345	8.9672458168573e-41	0.568293702387159	3.27913126535778e-10	0.78481826773093
chr_19_tetrasomic_II	0.0549194252153524	2.92269912789053	0.654459192888247	0.11641419874229	0.730992142218669	0.403953570930846	0.78481826773093
chr_20_tetrasomic_II	0.0104892432356142	2.29868310480577	0.379752043926797	3.62003920509285e-14	0.687200197258183	0.000417749833751389	0.78481826773093
chr_21_trisomic_II	0	2.6730302073314	0	6.66449244623268e-284	0.277777777777778	9.22775877170679e-284	0.78481826773093
chr_22_trisomic_II	0.0210303028230645	3.98665712467623	0.677015960199489	7.6865267041106e-60	1	0.78132412977672	0.78481826773093
