Segment	Lachesis_min	Lachesis_max	Lachesis_mean	MutationTimer_min	MutationTimer_max	MutationTimer_mean	Cor_coeff
chr_1_tetrasomic_II	0.510029322825531	1.36717952436469	0.850732617063127	0.661655514520472	0.86855839501698	0.812213921769769	0.479023829448266
chr_2_tetrasomic_II	0.525319166275056	1.36570001115738	0.861502425885007	0.691798090818033	0.83776586554212	0.7850419879041	0.479023829448266
chr_3_tetrasomic_II	0.555017161848879	1.5077502543853	0.932656708714518	0.70240329701059	0.868119026418941	0.801617926479755	0.479023829448266
chr_4_tetrasomic_II	0.727478516822084	1.83386920908982	1.17292963333457	0.76204745459308	0.921456631177617	0.847686388272763	0.479023829448266
chr_5_tetrasomic_II	0.464089274744251	1.39525193159829	0.825394439836899	0.580517219050422	0.781867679983594	0.703481363157244	0.479023829448266
chr_6_disomic_II	0.206893060369471	0.905557495831475	0.457158372760739	0.259469912783662	0.69020955405815	0.419591247780439	0.479023829448266
chr_7_tetrasomic_II	0.205770635153926	0.939404932854924	0.466199111477084	0.524997719627966	0.863892788128478	0.693783670988309	0.479023829448266
chr_8_tetrasomic_II	0.639331073627002	1.85097732437437	1.11321819907229	0.643291703604938	0.847094146157894	0.79351432118491	0.479023829448266
chr_9_tetrasomic_II	0.32512500316227	1.40352682157624	0.712559248569125	0.482992667919791	0.810214115450494	0.673907034009119	0.479023829448266
chr_10_tetrasomic_II	0.522171122188597	1.69045482859412	0.968446410942434	0.688100145196015	0.963587727624173	0.857081287161021	0.479023829448266
chr_11_tetrasomic_II	0.542321524149131	1.75263839759903	1.00482348104031	0.769163120174699	0.998609261092262	0.942749255919376	0.479023829448266
chr_13_tetrasomic_II	0.24638408371009	1.30989649959699	0.611760373184188	0.402538292944532	0.74508241213691	0.590457400085215	0.479023829448266
chr_14_tetrasomic_II	0.379745594929665	1.69440204951275	0.848725115681945	0.293957581318947	0.738392601901554	0.593050715225919	0.479023829448266
chr_15_tetrasomic_II	0.25121873412812	1.49390421049892	0.667983027210431	0.61507319242201	0.999976904020176	0.894283051618417	0.479023829448266
chr_16_tetrasomic_II	0.155069075737737	1.24454182382592	0.497612511761876	0.380368291916832	0.777559012106079	0.609532748037823	0.479023829448266
chr_17_tetrasomic_II	0.312104254699131	1.64275045640707	0.770242379330276	0.373183666417292	0.972702697015015	0.777381061679043	0.479023829448266
chr_18_tetrasomic_II	0.367184037086599	1.81631302624612	0.872818909815574	0.572626719225504	0.904271169208303	0.799827399982272	0.479023829448266
chr_19_tetrasomic_II	0.180752426519762	1.6105314435947	0.620306592617859	0.363761688950605	0.803694837695535	0.630351154231432	0.479023829448266
chr_20_tetrasomic_II	0.130178283832722	1.38306499116902	0.501097366467977	0.317200553651918	0.936483914445554	0.791011282746036	0.479023829448266
chr_21_tetrasomic_II	0.484822920301609	3.20363675437856	1.3761748845339	0.460967656877147	0.872659224462019	0.684847366601845	0.479023829448266
chr_22_tetrasomic_II	0.245211304456037	2.44150582187832	0.904522361519211	0.393939983261999	0.998918490003238	0.846327381185286	0.479023829448266
